post_id,url,title,rating,author,published,tags,source,body
14059462,https://pikabu.ru/story/laufey_14059462,Laufey,,Forgottenknight,2026-06-13T18:15:19+03:00,"18+,Anime Art,Аниме,God of War,Monorirogue,Крепкая девушка",search:брейнрот,NSFW-контент (18+) Авторизуйтесь или зарегистрируйтесь для просмотра
14059460,https://pikabu.ru/story/every_night_in_my_dreams_i_see_you_i_feel_you_14059460,"Every night in my dreams I see you, I feel you...",,,2026-06-13T18:14:29+03:00,"[моё],Рисунок,Юмор,Авторский комикс,Монстр под кроватью,Титаник",search:имба,
14059502,https://pikabu.ru/story/plyus_dve_loshadinyie_silyi_14059502,Плюс две лошадиные силы,,matey,2026-06-13T18:31:37+03:00,"Деревня,Лошади,Видео,Вертикальное видео,Короткие видео",search:а ниче тот факт,Перейти к видео
14059501,https://pikabu.ru/story/vecher_v_bare_14059501,Вечер в баре,,SecondHandCat,2026-06-13T18:30:13+03:00,"Мотоциклы,Пианино,Бар,Видео,Без звука,Вертикальное видео,Короткие видео",search:а ниче тот факт,Перейти к видео
14059499,https://pikabu.ru/story/klassika_vsegda_aktualna_14059499,Классика всегда актуальна,,Ganjazz,2026-06-13T18:30:00+03:00,"Волна постов,Мошенничество,Министерство обороны,Тушенка,Броненосец Потемкин,Видео",search:а ниче тот факт,"Перейти к видео Говяжий марш: при поставке консервов в зону СВО похищено 700 млн рублей Хорошо что наши доблестные майоры Доигралисы выявили это раньше, чем в свое время на Потёмкине."
36,https://pikabu.ru/story/agronom_zhelezo_i_izvest_36_14059498,Агроном. Железо и Известь №36,,Alex.Coder,2026-06-13T18:29:53+03:00,"[моё],Отрывок из книги,Роман,Литрпг,Русская фантастика,Попаданцы,Славянское фэнтези,Авторский мир,Текст,Длиннопост",search:а ниче тот факт,"Утро новой эры Солнце вставало над деревней неохотно, словно боясь осветить то, что лежало на снегу у ворот. Черный пепел от сгоревшей мучной пыли. Бурые пятна крови. И связанные, мычащие сквозь кляпы тела бывших ""хозяев жизни"". Андрей вышел на крыльцо дома Милады. На нем была та самая вышитая рубаха (теперь под курткой), но теперь она значила больше. Он вытер лицо снегом. Руки гудели после вчерашнего. Во дворе уже толпился народ. Вся деревня. Они не работали. Они стояли и ждали. Когда Андрей спустился, гул голосов смолк. Тишина была ватной, благоговейной. Милада подошла первой. Она несла ковш с горячим взваром. Ее глаза... В них больше не было ни снисхождения хозяйки, ни даже вчерашней тревоги жены. В них был фанатизм. Так смотрят на идола, который внезапно сошел с пьедестала и защитил дом от молнии. — Пей, господин, — сказала она тихо. Не «Андрий». Не «муж». Господин. Остальные женщины, стоявшие за плетнем — Забава, вдова мельника Любава, старухи — смотрели так, словно готовы были драться за право помыть ему сапоги. В мире, где мужчина чаще был источником проблем (пьянство, лень) или жертвой обстоятельств, появление Сильного, который спланировал и победил, вызывало гормональный взрыв. Андрей почувствовал этот запах — смесь женского мускуса и желания. Это пугало. «Культ личности» — не то, что он хотел строить. А вот мужчины смотрели иначе. Рябой прятал глаза. Вышата, который еще вчера спорил с ним из-за межи, теперь стоял, ссутулившись, теребя шапку. В их глазах был страх. Животный страх перед вожаком, который перекусил глотку чужому альфе. Они понимали: старые порядки кончились. Теперь здесь правит тот, кто сумел повязать Рагнара. — Примак... — шепнул кто-то на задних рядах, но его тут же пихнули в бок. Это слово умерло. Больше не было примака. Был Вождь. Из толпы выбежала Млада. Девочка-подросток, ради которой началась эта ночь. Она была в чистой, но великоватой ей рубахе Милады. Её ноги были перебинтованы. Она хромала, но шла быстро. Она упала Андрею в ноги, обняв его колени. — Ты обещал! — закричала она, глядя снизу вверх. — Ты победил их! Волки связаны! Теперь... теперь Неждан! Мой брат! Он там, в яме! Они его убивают! Андрей поднял её. Девочка тряслась. — Волчья Яма... — проговорил он, глядя на связанных пленников. Рагнар лежал в снегу, глядя на Андрея одним заплывшим глазом. — Мы не будем ждать, — решил Андрей. — Пока они не знают, что их вожак взят, они уязвимы. Он повернулся к толпе. — Лютомысл! Вышата! Петруха! Собирайте сани. Самые большие. Берем топоры и веревки. Мы едем в гости. — В их логово? — робко спросил Вышата. — В наш новый форпост, — отрезал Андрей. — И забирать наших людей. Это ""наших"" прозвучало решающим аккордом. Андрей не делил людей на ""деревенских"" и ""чужаков из Пади"". Все, кто против Рагнара — свои. Эта логика государственника была новой для племенного мышления, но она работала. Следом Волка Обоз двигался быстро. Три розвальни, запряженные единственными уцелевшими лошадьми старосты (теперь Андрей брал их без спроса, и Гостомысл лишь молча кивал). В санях сидела ""ударная группа"": десяток самых крепких мужиков, вооруженных трофейными мечами (теми, что отобрали у банды Рагнара) и рогатинами. Млада сидела рядом с Андреем в головных санях. — Туда, — показывала она рукой, замотанной в тряпицу. — Через горелый ольшаник. Там тропа, которую они топтали. Они ехали по следам вчерашней погони. Кровавые пятна на снегу отмечали путь девочки. Андрей видел эти метки и понимал, какой ценой ей далась свобода. — Сколько там осталось? — спросил он. — Трое, — ответила Млада. — Охранники. И старый кашевар. Основные ушли с Рагнаром... к вам. — Трое, — усмехнулся Лютомысл, пробуя пальцем острие трофейного римского гладиуса. — Троих мы сомнем. Лес вокруг был тихим и настороженным. Зимнее солнце светило ярко, но не грело. Чем ближе они подъезжали к ""Волчьей Яме"", тем отчетливее становился запах. Это был запах не жилья. Запах пепелища, старого, кислого дыма и... гниения. На месте бывшей деревни ""Бобровая Падь"" теперь стояло уродливое укрепление. Частокол из неошкуренных бревен, кривой и мрачный. Они спешились в ста метрах, скрытые подлеском. — Часовые есть? — шепнул Андрей. Лютомысл присмотрелся. — На вышке никого. Мерзнут, поди, в землянке. Ждут своих с добычей. Оставшиеся бандиты действительно расслабились. Рагнар ушел со всей ""гвардией"". Они ожидали, что главарь вернется с обозом, полным еды и баб. Никто не ждал удара в спину. — Идем цепью, — скомандовал Андрей. — Шум не поднимать. Если полезут — бить. Они подошли к воротам. Млада, дрожа, указала на ту самую дыру под стеной отхожего места, через которую сбежала. — Я пролезу, — сказала она. — Открою засов. — Нет, — Андрей удержал её. — Ты свое отбегала. Петруха! Лезь. Петруха, щуплый и юркий, ужом проскользнул в щель с запахом нечистот. Минута тишины тянулась, как час. Затем тяжелый дубовый засов скрипнул. Ворота медленно отворились. Деревня-призрак лежала перед ними. Яма Живых Лагерь встретил их пустотой. Посреди двора догорал костер. Рядом валялись обглоданные кости. Из крайней землянки (бывшей бани) вышел сонный разбойник, почесывая живот. — Рагнар? Чего так ти... Договорить он не успел. Охотничья стрела Лютомысла вошла ему в горло. Бандит булькнул и осел в снег. — Вперед! — крикнул Андрей. — Чистить периметр! Короткая, злая схватка. Двое оставшихся охранников выскочили из избы с топорами, но их просто задавили числом. Деревенские мужики, вчерашние жертвы, сегодня, вооруженные и ведомые Вождем, дрались с яростью мстителей. Бандитов зарубили на месте. — Где они? — крикнул Андрей. — Где пленные? Млада побежала к центру лагеря. Там, среди сугробов, чернел провал, прикрытый решеткой из жердей. Из ямы поднимался пар — дыхание десятков людей. Андрей подбежал, срывая решетку. Удар вони в лицо заставил его отшатнуться. Внизу, в полутьме глубокой землянки, кишела масса тел. Это были не люди. Это были скелеты, обтянутые грязной кожей, одетые в лохмотья. Глаза, полные ужаса и безумия, смотрели вверх, на свет. — Кто... — прохрипел кто-то снизу. — Вылезайте, — сказал Андрей. — Волки сдохли. С помощью веревок и лестницы людей начали вытаскивать наверх. Картина была страшной. У многих обморожения. Женщины плакали, не веря своему счастью. Мужчины были так слабы, что не могли стоять. Среди них был парень, поддерживающий девушку. Светлан и Влада. Они, выжившие вопреки всему, щурились на солнце. — Мы думали, это конец... — прошептал Светлан. — Мы ждали, когда Рагнар вернется нас добивать. Но Андрею нужен был один человек. — Неждан! — закричала Млада, бросаясь к фигуре, которую вытащили последней. Это был гигант. Или когда-то был им. Сейчас это была сгорбленная тень. Его левая рука, превращенная в бесформенное месиво кистенем Рагнара, висела на перевязи из грязной тряпки. Пальцы были синими, распухшими, неправильно сросшимися. Он поднял голову. Глаза кузнеца, глубоко запавшие, смотрели не на сестру, а на Андрея. В них не было радости. Там была мертвая, холодная пустота человека, у которого отняли смысл жизни — его ремесло. — Неждан! — плакала Млада, целуя его здоровую руку. — Это он! Тот самый Колдун с Белым Дымом! Он спас нас! Кузнец перевел взгляд на Андрея. Посмотрел на его одежду, на его чистые руки, на уверенную позу. — Спас... — прокаркал он. Голос звучал как скрежет ржавого металла. — Зачем? Я калека. Я молот не подниму. Лучше бы в яме сдох. Андрей подошел к нему. — Сдохнуть всегда успеешь, мастер. Он взял искалеченную руку Неждана. Кузнец дернулся от боли, но Андрей держал крепко, осматривая травму взглядом не лекаря, а инженера. — Кости срослись криво. Суставы разбиты. Ковать этой рукой ты не сможешь. Неждан опустил голову. — Но, — продолжил Андрей жестко, — у тебя есть вторая рука. И у тебя есть голова, которая помнит, как закалять сталь. Ты будешь моими мозгами, Неждан. Моими глазами. Клещи будут держать ученики. А бить будут молотобойцы. Ты будешь ими управлять. Кузнец поднял глаза. В них впервые за месяц мелькнула искра. Искра понимания: он все еще может быть мастером, а не калекой. — Служить тебе? — спросил он хрипло. — Нет. Служить Железу. У меня его нет. А оно нам нужно. Наследие Рагнара (Мародерка) Пока спасали людей, Вышата и другие деревенские начали деловито обшаривать лагерь. Разбойники не сеяли и не пахали, но они отлично умели грабить. И всё награбленное лежало здесь. Амбар был вскрыт. — Гля, зерно! — кричал кто-то. — Наше зерно! Из Утеса! Мешки с меткой! Нашли солонину. Нашли бочонки с медом. Одежду — горы одежды, снятой с убитых жителей сожженных деревень. В избе Рагнара Андрей нашел настоящий клад по меркам того времени. В сундуке лежали инструменты: пилы (римские!), долото, буравчики. Там же лежали слитки железа и меди — валюта войны. Но главным трофеем было Оружие. Десяток мечей (гладиусы, спаты). Кольчуги (хоть и рваные, но ремонтопригодные). Шлемы. Наконечники копий. Андрей смотрел на эту кучу металла. — Вот он, твой капитал, Андрей, — сказал он себе. — Ты пришел сюда агрономом. А уходишь с арсеналом. — Грузите всё! — скомандовал он. — Каждую тряпку, каждый гвоздь. Разбирайте избы, если сможете увезти доски. Оставляем только стены. Пусть волки живут. Началась логистическая операция. Бывшие рабы, обретя надежду, находили в себе последние силы, чтобы таскать мешки. Светлан и Влада работали вместе, помогая друг другу. Их ненависть к соседям сгорела в Волчьей Яме. Теперь они были ""людьми Ямы"" — новым племенем, сплоченным общим горем. Неждан сидел на санях, прижимая к груди набор своих молотков, который разбойники не успели выбросить. Он гладил холодную сталь здоровой рукой, и по его лицу текли слезы. Это была не просто добыча. Это было возвращение души. Андрей подошел к кузнецу. — Найдешь мне клещи? — спросил он. — Надо вытащить гнилые зубы у этой земли. Неждан кивнул. — Я скулю тебе что угодно, Князь. Если дашь железа. — Железа будет завались, — пообещал Андрей, глядя на гору мечей. Демографический Взрыв Обратный путь был тяжелым. Обоз растянулся на полверсты. Сани скрипели под тяжестью добра и спасенных людей. Возвращались победителями. Когда они подъехали к деревне, уже темнело. На стенах горели факелы. Ворота были открыты. Деревня не спала. Женщины выбежали встречать. — Живые! Наши! И вот тут Андрей столкнулся с главной проблемой любой войны. Победа — это хорошо. Но победа приносит рты. Он привел с собой почти тридцать человек. Выжившие из двух деревень. Истощенные, больные, бездомные. Их деревни сожжены. Им некуда идти. В его деревне жило человек шестьдесят. Население выросло на 50% за один вечер. Где их селить? Чем кормить до весны? Амбары Милады полны, но не резиновы. Андрей встал на телегу, возвышаясь над толпой. Вокруг был гвалт. Смех, плач, встречи узнавания (многие были дальней родней). — Тихо! — поднял он руку. Толпа замолчала мгновенно. Авторитет ""Победителя Волков"" был непререкаем. — Слушайте мою волю. Мы спасли людей. Теперь это наши люди. Никаких ""чужаков"". Никаких ""беженцев"". Они работали в Яме — теперь они работают здесь. Он указал на пустые дворы, которые стояли заброшенными (в любой деревне есть выморочные избы). — Расселяемся. По две семьи в избу. Тесно, но тепло. Кто приютит — тому дам из добычи железо. Лишнюю одежду раздать. Зерно из общего котла. Он посмотрел на Светлана и Владу, которые держались за руки. На Неждана с Младой. На других. — Забудьте, кто был с Утеса, а кто с Пади. Огонь сжег ваши прошлые имена. Теперь вы — жители... — он замялся, подбирая слово. Деревня не имела названия. Просто ""Городище"". — Вы жители Нового Града, — сказал он твердо. Так закончилась эпоха племенной раздробленности в отдельно взятом лесу. Андрей не просто спас рабов. Он создал ядро будущего общества. Общества, где ценность человека определяется не его родом, а его полезностью и верностью Системе. А Система была проста: работай — и будешь сыт. Защищай — и будешь жив. Вечером, сидя в бане (да, он сразу приказал топить баню для раненых и больных), Андрей смотрел на огонь. Милада мыла Младу. Неждан сидел в предбаннике, отогревая искалеченную руку. Андрей понимал: он перешел Рубикон. Он больше не мог просто тихо выращивать репу. У него теперь была армия, рабочая сила и... ответственность за сотню душ. Ему нужно было расширяться. Строить. И готовиться к тому, что за маленькой бандой Рагнара придет кто-то покрупнее. Ведь слухи о ""Богатом Граде"" теперь полетят по лесу быстрее ветра."
14059497,https://pikabu.ru/story/i_vsyo_lilsya_svetopad_na_gorod_14059497,И всё лился светопад на город,,,2026-06-13T18:29:41+03:00,"[моё],Проза,Лето,Белые ночи,Санкт-Петербург,Россия глазами иностранцев,Текст",search:а ниче тот факт,"Однажды стоял я перед горизонтом, ночью в три часа, под светлым небом. Хотя знал заранее, что так и будет, глазам своим ни верил, ни хотел верить, что это возможно, что мир правда плавает в космосе на наклоненной оси. Что темнота может исчезать. На одно мгновение, петербургская ночь протянула свою ножку к земле и сразу же убрала. Она, подсчитав, что выполнила годовую норму тёмных часов, отряхнула руки, заявила: «Сделал дело — гуляй смело!» — и укатила из Петербурга на летние каникулы. — Ночь, ты куда?! — кричал я ей вслед. — Отпуск! Пингвинов хочу навестить, такие смешные, мимими! — Ночь, а как спать-то буду, без тебя? — Слушай, улетаю уже, разберёшься! Не скучай, я же скоро вернусь. И надолго! — Давай, ночь, пока, — сказал я. И началось лето. Я жил один, наедине с безжалостным, безночным небом. Надо мной, как Карлсон у окна, возвышалось яркое вечернее солнце. Его лучи без труда пробивали мои тонкие шторы и пассивно-агрессивно обращали внимания на все пылинки в воздухе квартиры. Почему целый город решил, что шторы должны быть прозрачные, не мог я угадать. Возможно, петербуржцы хотели и ночью накопить витамин Д… От солнца убежища не было. Ещё окружали меня приплющенные к обоям комары, которые вчера ночью так подсуетились, что во мне проснулось что-то первобытное, зубастое, кровожадное. Комарукошмарное. Стены теперь были украшены кровью (моей в основном) и двухмерными трупочками летучих козлов. Не собирался я убрать их никогда. Но собирался пойти на день рождения в тот вечер. Уже был одет, но мучился вопросом, что подарить: либо цветы, либо бутылку английского спиртного напитка Pimm's. Мой внутренний Винни-Пух голосовал за цветы. — В России ходи с букетом, не ошибёшься! Не надо им Pimm's, у них напитки покруче — убеждал он, пристально глядя на бутылку. Я его хорошо понимал. Но хотел что-то интересное и английское подарить на день рождения. — Прости меня, внутренний Винни, — сказал я и, игнорируя его скверноматерные крики, взял со стола Pimm's. Когда пришёл, я поздравил Анну и торжественно протянул ей бутылку красной жидкости, с выражением лица посла Японии подарившего церемониальную катану королеве. — Подарок от моей родины, Анна-сама —*поклончик*. Она взяла, поблагодарила, обняла меня и, понимая, что я прямо пре-постарался с подарком, демонстративно показала бутылку бойфренду Андрею и своим подругам. Всё было хорошо, и я почувствовал, что заслужил право пойти к фуршету. Но я совершил ошибку. Не объяснил, что Pimm's пьют только в коктейлях. Он выглядит весёлым и фруктовым, но пить его в чистом виде нельзя. Ну, можно, но только один раз. А то организм потом никогда не забудет как ты оскорблял его. Тогда я ещё не полностью осознал, что русские — это не странносебяведущие англичане, а... ну, русские. Отдельный народ со своим собственным культурным кодом, в котором нет рецепта английского летнего пунша. Пока я ел все лучшие бутербродики с лососем, Анна открыла бутылку и налила несколько стопок. — Крэйг, давай выпьем! — кричала она с большой улыбкой. О нет… Не видел я выхода из ситуации. Не мог сказать русским, что они неправильно спиртное пьют. Не мог отказаться за именинницу выпить стопку горькой фублингадости (в коктейле это вкусно! Но только в коктейле). Если бы я лучше знал русский, мог бы, наверное, найти нужные слова. А так, бессловесно молча, мог только наблюдать, как моя рука берёт стопку и поднимает её ко рту. Запертый за своими глазами, я слышал злобные крики своего Винни-Пуха, который ногой бил по моему черепу и тюремным матом орал, что он был прав. — За Анну! — прокричали все с благодарной улыбкой в мою сторону и выпили. Улыбки остановились. Все глаза повернулись на меня. — It's more of a cocktail drink, really — сказал было я, но не мог придумать, как это сказать по-русски, и, вообще-то, знал, что незачем говорить это постфакаптум. Все страдавшие тостом вдруг вспомнили, что забыли что-то на противоположной стороне комнаты и расходились обиженными спасибами. Пару часов я сидел, снова один, даже без дохлых комаров, и смотрел на бутылку, которую все избегали, как кусачую змею. Блин, такой хороший подарок. Такой исконно английский, летний, прикольный. А счастье было так возможно. Так близко! Но хорошо закончилась вечеринка. Мы вышли из ресторана и пошли гулять под ночным солнцем белых ночей. Гуляли смело вдоль Невы, танцевали, восхищались безмрачными сумерками. Из алкогольного остался только Pimm's, и выяснилось, что после пяти бокалов шампусика он такой “слушай-ничего-нормальный”. На бутылку теперь смотрели все типа: «Вау, она из Англии?» — и уже забыли изначальное разочарование. А я этот белночный вечер не забуду. Очень люблю белые ночи. Пусть лето будет большое. Только солнцечко да свет."
14059496,https://pikabu.ru/story/vrode_pravilnyiy_perevod_14059496,Вроде правильный перевод?,,Erklover,2026-06-13T18:29:17+03:00,"Зашакалено,Грустный юмор,Картинка с текстом",search:а ниче тот факт,
14059495,https://pikabu.ru/story/ya_schastliva_kogda_poyu_14059495,"Я счастлива, когда пою",,Mio12,2026-06-13T18:29:15+03:00,"Аниме,Anime Art,Original Character,Seifuku,Девушки,Школьницы,Гитара",search:а ниче тот факт,azchipi
14059493,https://pikabu.ru/story/van_gog_reanimatsiya_14059493,Ван Гог. Реанимация,,dlyarass,2026-06-13T18:28:53+03:00,"Из сети,Короткие видео,Вертикальное видео,Ван Гог,Реанимация,Видео",search:а ниче тот факт,Перейти к видео
2026,https://pikabu.ru/story/kakie_igryi_potyanet_2026_godu_radeon_rx_550_14059494,Какие игры потянет 2026 году Radeon RX 550,,gamepointer,2026-06-13T18:29:00+03:00,"Игры,RUTUBE,Видео",search:6 7 мем,Обзор 7 игр 2026 года которые пойдут на Radeon RX 550 4 GB. 00:00 Вступление 00:04 Vampire Crawlers 00:45 Cheat Death 01:19 RetroSpace 02:39 Cartapli: Fold Quest 03:33 Security 51 04:16 67 Minutes in Heaven 04:51 Kaido Genkal 06:42 Итог Подпишись и смотри ролики: #gamepointer #RadeonRX550совместимыеигры #RadeonRX550
14059500,https://pikabu.ru/story/poka_politiki_igrayut_v_voynu_rossiyskaya_neft_pechataet_dengi_14059500,"Пока политики играют в войну, российская нефть печатает деньги",,Anna.Budgetika,2026-06-13T18:30:00+03:00,"[моё],Политика,Экономика,Финансы,Текст,Длиннопост",search:delulu,"Есть удивительная особенность мировой политики: чем громче лидеры говорят о мире и стабильности, тем внимательнее стоит смотреть на нефтяные котировки. Они гораздо честнее пресс-служб, дипломатических заявлений и бесконечных твитов о ""почти достигнутых договоренностях"". Нефтяной рынок вообще редко верит словам. Он верит только рискам. И если сегодня цена растет, значит где-то кто-то уже понимает, что завтра может стать значительно хуже. Последние события вокруг Ирана выглядят как сериал, сценарий которого пишут одновременно десяток режиссеров, причем каждый уверен, что именно он контролирует сюжет. Еще вчера говорили о переговорах, сегодня летят ракеты. Еще вчера американская администрация демонстрировала уверенность, что стороны готовы договориться, сегодня появляются заявления о новых ударах, ответных ударах, блокировках и красных линиях. Каждая новая новость противоречит предыдущей быстрее, чем аналитики успевают менять заголовки. Самое интересное заключается даже не в обмене угрозами. Мир давно привык к ближневосточной драматургии. Настоящая проблема в другом: Ормузский пролив снова превращается в нерв мировой экономики. Через этот узкий участок проходит огромная доля мировых поставок нефти и газа, а потому любой намек на ограничение судоходства автоматически превращается в дополнительные миллиарды долларов для производителей энергоресурсов. Это не идеология. Это математика. Поэтому особенно забавно наблюдать, как одновременно существуют две реальности. В первой западные политики и крупнейшие финансовые институты уверяют, что ситуация находится под контролем, предложение достаточно велико, рынок адаптируется, альтернативные поставщики компенсируют возможные потери, а значит серьезного кризиса ожидать не стоит. Во второй реальности страховщики повышают ставки, трейдеры закладывают премию за риск, инвесторы нервно перестраивают портфели, а цена нефти упрямо напоминает, что география пока сильнее политических деклараций. Вообще современная экономика удивительно напоминает человека, который сидит на тонкой ветке и одновременно рассказывает окружающим, насколько крепкое у него дерево. Пока все спокойно, действительно кажется, что ничего страшного не произойдет. Но стоит появиться первым признакам настоящего кризиса, выясняется, что запас прочности гораздо меньше, чем обещали многочисленные доклады и красивые презентации. Можно сколько угодно рассказывать о снижении потребления, новых месторождениях или стратегических запасах, однако физику мирового рынка отменить невозможно. Если ежедневно исчезают миллионы баррелей потенциальных поставок, их нельзя заменить силой оптимистичных пресс-релизов. Нефть не появляется от уверенности чиновников. Танкер не проходит через опасную зону потому, что международная организация выпустила успокаивающий отчет. Именно поэтому разговоры о том, что фундаментально ничего не изменилось, выглядят скорее попыткой выиграть время. Финансовые рынки вообще живут ожиданиями. Пока все убеждены, что кризис продлится неделю, система работает. Но если возникает ощущение, что неопределенность становится новой нормой, начинается совсем другая экономика, где стоимость риска постепенно превращается в стоимость самого товара. Любопытно и другое. В последние годы Россия постоянно сталкивалась с попытками ограничить ее нефтегазовые доходы через санкции, ценовые потолки и различные механизмы давления. Однако мировой рынок обладает крайне неприятным свойством: ему совершенно безразличны политические желания. Если цена сырья растет, начинают выигрывать практически все крупные экспортеры. Рынок не спрашивает, нравится ли кому-то этот результат. Он просто перераспределяет деньги. И здесь возникает почти ироничный парадокс. Чем больше нестабильности вокруг Ирана и Ормузского пролива, тем дороже становится энергия. Чем дороже энергия, тем больше доходов получают поставщики нефти и газа. Получается своеобразная геополитическая машина по перераспределению капитала, которая работает независимо от лозунгов, союзов и публичных заявлений. Можно бесконечно обсуждать стратегию давления на Россию, но если одновременно создаются условия для роста мировых цен на энергоресурсы, экономика начинает спорить с политикой, причем обычно выигрывает именно экономика. Поэтому происходящее сегодня стоит рассматривать не как очередную ближневосточную вспышку, а как проверку всей мировой модели последних лет. Запад долго убеждал себя, что может управлять энергетическим рынком административными решениями, но рынок снова напоминает старое правило: настоящий хозяин здесь не тот, кто громче выступает на пресс-конференциях, а тот, кто контролирует физические потоки сырья и способен создавать или устранять риски. Так что главный вопрос сейчас вовсе не в том, договорятся ли завтра очередные участники конфликта. Главный вопрос в том, сколько еще мировая экономика сможет жить в режиме постоянной чрезвычайной ситуации, делая вид, что чрезвычайной ситуации нет. Потому что биржи могут терпеть неопределенность некоторое время. Политики могут объяснять ее еще дольше. Но счет в итоге всегда выставляет реальность. И оплачивают его обычно те, кто меньше всего участвовал в написании этого геополитического сценария. *** Здесь разбираю новости так, как их обычно не разбирают: почему нефть — это политика, евро — диагноз, а финансовая грамотность — вопрос выживания. Не новости. Не блог. Анализ. — https://t.me/budgetika 📚 Источники: Интерфакс — «Wood Mackenzie прогнозирует нефть по $200 за баррель при негативном сценарии по Ормузскому проливу» https://www.interfax.ru/business/1090797 BFM — «Wood Mackenzie: при негативном сценарии по Ормузу нефть достигнет 200 долларов за баррель» https://www.bfm.ru/news/607152 Форбс — «Как нефтяной рынок отреагировал на обмен ударами США и Ирана» https://forbes.kz/articles/kak-neftyanoy-rynok-otreagiroval-na-obmen-udarami-ssha-i-irana-2e572a РБК — «Иран призвал готовиться к нефти по $200 за баррель после ударов США» https://www.rbc.ru/politics/26/05/2026/6a14f3d39a79471c60fb7cb2 Газета — ««Серьезное предупреждение»: Иран и США вновь обменялись ударами» https://www.gazeta.ru/politics/2026/05/28/23001817.shtml Репортер — ««Формат жесткого дефицита»: мир стремительно «проедает» запасы нефти» https://topcor.ru/71998-format-zhestkogo-deficita-mir-stremitelno-proedaet-zapasy-nefti.html BFM — «Трамп: Ирану придется заплатить за затягивание переговоров с США» https://www.bfm.ru/news/609053 IF — «Рынок нефти штормит: Brent и WTI резко меняют направление из‑за обострения вокруг Ирана» https://investfuture.ru/articles/rynok-nefti-shtormit-brent-i-wti-rezko-menyayut-napravlenie-iz-za-obostreniya-vokrug-irana-36893408 РБК — «В Иране подтвердили близость мира с США и назвали главную проблему» https://www.rbc.ru/politics/12/06/2026/6a2b909d9a7947f38febdc48 Газета — «Аналитики предупредили о возможном подорожании нефти до $200» https://www.gazeta.ru/business/news/2026/05/22/28522747.shtml Нефтегаз — «Нефтегазовые доходы бюджета в мае 2026 г. выросли на 32,4% в годовом сравнении, до 678,9 млрд руб.» https://neftegaz.ru/news/finance/926375-neftegazovye-dokhody-byudzheta-v-mae-2026-g-vyrosli-na-32-4-v-godovom-sravnenii-do-678-9-mlrd-rub/ РИА — «Миллиарды в казну. Россия получила неожиданный бонус» https://ria.ru/20260610/rossiya-2097942207.html"
